GENE	POSITION	A10.L4C	A11.L11G	A12.L10B	A13.L3B	A14.L4E	A15.L4G	A16.L7C	A17.L1B	A18.S4H	A19.S3B	A2.U10A	A20.S1E	A21.S8A	A22.UpperP	A23.LowerP	A24.SputuP	A3.U3G	A4.U3B	A5.U10D	A6.U5C	A7.U3E	A8.U2E	A9.L3D	ATCC42720	B16.1310D	B17.1311G	B18.1312G	B19.1310A	B20.1311A	B21.1312A	B22.134E	B23.133H	B24.133F	B25.135C	B26.131A	B27.136A	B28.13UM	B29.13MM	C10.9M3	C11.9M41	C12.9U1	C13.9U2	C14.9U3	C15.9U4s	C30.13LM	C31.13MP	C4.9L1	C5.9L2	C6.9L3	C7.9L4	C8.9M1	C9.9M2	ctl1.AL1B	ctl2.AL1B	ctl3.C9L1
CLUG_00058	112228	109.55	163.60	116.96	130.00	131.95	122.76	124.15	86.84	122.13	234.78	138.81	87.56	135.47	279.78	395.94	97.95	103.62	103.80	91.40	520.41	171.19	138.07	133.32	183.79	273.14	332.92	318.16	343.14	308.98	270.69	285.36	293.44	273.18	228.67	304.04	311.85	194.08	213.06	263.46	248.85	445.65	368.58	464.77	404.05	298.12	306.83	295.65	308.88	344.76	282.89	287.34	280.82	322.17	317.84	299.80
CLUG_00059	113380	116.50	155.21	126.46	131.15	135.33	122.83	114.39	86.98	119.54	235.13	153.62	102.75	133.07	287.61	391.60	104.20	112.25	112.34	101.07	531.30	187.65	146.93	138.24	181.48	295.50	331.49	333.91	321.58	318.98	261.57	289.08	306.38	276.21	241.24	306.40	321.48	195.73	194.82	265.91	246.48	404.86	357.38	456.70	397.72	282.00	317.05	284.13	316.20	359.40	283.04	278.82	272.08	316.09	332.00	315.71
CLUG_00060	114559	101.36	147.81	110.04	111.33	126.54	114.58	106.01	83.88	100.64	205.29	128.99	85.15	125.13	250.37	360.92	97.93	99.95	99.63	92.43	483.97	167.34	122.56	120.35	181.50	265.29	318.72	318.85	308.49	295.30	265.17	266.67	270.08	271.11	224.94	275.42	285.01	214.20	225.75	242.00	239.20	391.77	355.69	426.59	385.51	284.20	310.92	267.62	323.73	339.05	263.51	275.44	273.03	321.93	301.28	262.35
CLUG_00061	116880	112.53	141.47	111.02	119.56	120.00	118.72	108.70	93.31	104.11	205.55	129.72	83.67	120.15	258.35	347.26	91.56	98.55	96.81	86.49	476.34	168.87	127.38	128.17	174.27	274.91	305.36	302.38	311.98	313.29	277.90	282.46	285.96	287.01	219.45	293.06	298.08	226.44	251.64	238.68	243.19	387.76	362.58	427.80	382.11	295.21	277.68	281.79	300.89	352.99	264.70	278.40	256.61	315.69	305.76	273.61
CLUG_00062	118750	132.39	158.22	126.14	132.39	133.27	136.95	114.75	95.56	123.64	242.64	148.66	106.43	133.19	289.07	402.06	116.01	116.95	129.66	102.48	542.42	209.36	141.47	138.91	207.51	289.00	332.11	340.05	327.01	340.53	287.11	279.74	292.64	294.31	252.69	309.58	317.81	208.77	223.03	257.20	247.25	424.42	345.23	452.14	380.97	306.88	311.85	299.44	318.77	343.14	270.44	283.07	285.17	329.41	327.12	291.22
CLUG_00063	120278	126.70	164.96	118.19	138.81	128.18	133.71	112.90	98.73	116.39	239.38	146.16	101.58	139.61	286.66	418.00	110.93	105.36	113.70	98.80	532.23	185.78	142.74	139.57	199.75	291.81	335.54	338.01	326.67	316.48	283.33	277.92	303.88	304.61	235.32	300.97	321.40	219.65	227.10	261.03	238.90	409.78	354.84	454.75	395.35	291.47	323.71	292.51	302.47	352.81	276.00	280.20	271.00	326.31	317.06	290.93
CLUG_00064	124132	121.70	159.50	131.93	148.93	133.73	130.44	121.35	99.16	117.34	227.17	148.50	106.24	134.96	293.92	417.48	118.79	111.26	111.28	99.98	551.71	191.28	143.40	136.55	199.39	292.92	328.36	332.74	340.85	321.78	296.49	290.49	303.46	299.21	241.77	303.56	315.21	267.59	259.24	252.80	224.51	417.84	352.91	453.32	400.95	292.47	309.90	310.93	315.87	364.69	284.80	274.18	274.10	328.82	335.07	305.71
CLUG_00065	125255	127.41	168.94	107.60	148.32	132.84	117.88	114.71	97.63	113.71	250.56	150.83	108.37	148.57	282.97	405.14	119.65	110.07	108.17	96.93	532.35	181.90	142.65	139.54	189.64	315.10	337.84	344.67	347.64	315.89	298.28	283.03	295.55	299.13	253.25	319.04	341.53	256.28	262.84	271.96	252.28	439.36	372.66	490.84	396.65	320.39	334.47	310.22	329.87	374.73	295.69	292.94	279.36	340.89	335.80	298.41
CLUG_00066	126582	128.22	158.26	121.00	143.34	133.41	128.63	121.23	96.99	119.17	245.70	144.05	98.65	131.11	282.97	412.79	116.73	115.51	111.01	95.89	542.37	187.55	144.04	140.67	200.98	295.23	339.70	334.81	334.98	328.53	290.59	282.38	299.11	299.15	242.03	306.69	315.17	211.97	212.57	262.60	250.99	418.93	361.26	459.29	395.93	301.52	315.08	294.04	315.58	355.58	282.05	282.95	292.81	330.64	327.97	294.01
CLUG_00067	128909	111.03	148.44	107.80	125.76	107.87	127.94	110.23	79.62	105.15	198.23	132.83	87.62	109.80	225.00	332.04	97.44	92.44	93.88	75.76	476.75	153.42	120.65	117.92	180.61	274.76	299.18	291.30	295.82	304.52	269.24	252.76	280.32	277.73	229.50	274.04	308.98	211.73	226.23	234.69	240.96	371.22	349.07	422.77	374.77	264.78	278.32	268.37	300.91	328.36	264.08	277.63	259.40	302.63	301.03	268.91
CLUG_00068	129984	108.87	131.37	96.32	126.47	112.61	104.68	99.68	81.22	87.36	216.90	114.71	85.52	109.74	228.24	325.36	76.35	88.50	98.19	83.21	460.89	156.25	115.69	104.53	165.82	269.08	300.67	305.98	321.31	301.58	260.75	248.39	280.87	258.36	217.84	274.02	295.57	247.89	241.33	241.80	216.62	378.20	312.79	396.22	367.10	260.52	310.69	254.58	292.12	311.89	240.55	256.53	238.17	301.02	314.42	266.73
CLUG_00069	132734	108.37	148.57	102.94	130.84	123.74	111.44	112.60	89.05	99.15	209.36	132.18	96.36	125.39	244.95	363.93	100.98	105.28	101.76	87.61	478.39	164.17	131.21	120.21	158.00	292.19	322.12	315.95	335.81	310.84	259.28	264.40	280.22	279.58	222.55	280.02	308.07	240.57	239.47	251.47	233.09	371.35	326.26	409.86	369.93	279.12	288.48	278.88	301.79	342.80	254.25	265.45	279.87	309.68	308.46	286.79
CLUG_00070	134173	116.57	151.58	118.69	145.56	126.55	132.83	116.62	102.84	119.32	231.25	159.05	99.82	136.94	275.21	426.30	106.78	119.60	111.79	93.31	542.72	170.77	143.27	142.69	174.59	291.82	336.26	329.54	350.07	331.62	289.39	277.70	292.47	286.32	248.26	281.14	320.62	229.05	228.70	259.99	249.91	402.50	342.02	457.78	370.55	280.90	304.17	292.10	306.48	360.66	278.62	292.57	266.52	343.07	319.81	297.47
CLUG_00071	135107	123.85	161.96	113.84	148.49	138.83	123.65	116.95	95.73	123.86	247.84	152.06	101.18	133.83	284.17	429.31	121.18	117.44	110.47	98.60	539.20	208.57	144.13	145.17	193.89	306.48	337.27	325.32	327.70	310.56	279.77	284.15	305.61	290.09	231.26	286.19	308.14	238.07	240.21	268.43	243.71	409.77	355.80	435.27	397.96	295.78	315.09	297.42	308.61	345.93	266.58	275.78	273.53	321.65	325.11	282.41
CLUG_00072	136494	120.80	161.34	115.77	137.88	132.35	118.35	113.90	94.33	119.55	239.32	148.04	109.76	130.33	273.86	405.45	104.00	108.50	110.57	95.73	511.19	184.70	142.48	139.37	187.93	291.94	323.55	320.76	321.56	320.94	291.94	275.34	303.34	291.59	237.86	295.84	314.51	210.53	221.77	266.52	249.80	411.26	355.79	449.26	397.74	295.72	315.36	289.89	311.85	346.96	273.44	282.48	264.12	315.56	319.69	294.79
CLUG_00073	140487	122.90	159.73	116.62	135.86	132.74	121.56	115.09	95.66	119.19	225.41	142.56	105.66	132.60	271.82	402.68	108.66	105.99	113.72	96.18	519.72	178.94	139.43	135.64	186.32	298.07	325.81	338.39	326.98	313.66	291.23	277.87	297.07	295.59	238.10	299.53	318.38	218.42	225.02	252.55	232.16	389.71	354.57	447.46	392.29	296.92	307.54	284.95	308.03	348.54	265.76	283.91	271.05	315.35	317.54	285.70
CLUG_00074	145275	117.66	153.58	107.75	142.78	120.54	129.01	111.65	91.09	115.37	223.34	139.03	104.73	132.13	271.08	392.58	106.71	113.28	108.96	103.08	524.95	175.06	136.86	127.40	185.29	304.87	328.26	315.64	328.63	312.67	281.51	270.22	299.48	281.64	231.53	284.19	308.45	205.69	219.77	245.91	225.42	387.37	320.80	431.44	383.87	287.90	289.97	289.60	300.69	342.64	265.90	273.91	268.14	306.35	313.38	292.19
CLUG_00075	147130	109.73	139.89	95.84	123.62	123.64	105.03	105.28	83.76	95.29	194.28	118.79	90.80	118.15	236.62	347.71	94.24	90.48	91.49	89.85	426.80	151.36	113.66	115.38	154.51	271.17	299.60	308.82	291.45	280.16	248.82	245.73	264.43	258.62	227.65	267.35	289.70	205.45	200.85	243.20	225.18	375.15	312.74	404.98	337.38	259.19	272.08	273.90	286.98	333.94	243.92	241.62	255.23	289.34	296.71	273.26
CLUG_00076	148071	102.49	126.47	112.85	120.80	116.61	112.69	112.61	75.60	94.89	224.19	123.57	89.58	136.94	256.78	346.75	89.97	102.80	103.30	90.59	474.91	140.89	126.65	121.09	161.63	282.32	299.51	322.50	307.01	290.61	286.30	284.43	267.92	280.55	231.38	292.48	299.36	270.56	262.49	242.00	245.28	379.12	358.98	433.11	402.47	295.17	331.23	301.41	314.64	339.70	269.20	272.34	274.05	319.28	324.18	296.33
CLUG_00077	150607	129.49	159.91	116.81	144.32	135.13	131.49	123.89	97.43	118.38	228.14	149.48	101.45	139.84	287.46	436.91	117.81	111.61	110.12	94.72	553.38	191.98	147.19	137.55	187.09	301.57	332.85	346.51	325.55	316.53	288.56	284.12	290.51	294.02	240.53	297.57	316.52	213.15	222.78	262.87	229.46	379.85	348.15	447.14	401.67	306.29	304.18	282.69	303.14	345.88	255.78	278.39	268.23	332.19	318.27	290.26
CLUG_00078	153833	124.15	141.43	97.48	122.18	119.37	111.92	110.67	83.65	109.65	222.37	123.89	94.28	120.80	238.57	370.69	88.28	108.36	89.72	86.17	464.37	151.97	111.73	128.96	169.37	291.51	305.57	313.53	299.89	300.01	259.97	260.11	283.07	268.90	225.75	274.33	306.86	216.38	217.10	257.44	218.82	377.74	351.70	408.90	358.82	273.85	299.49	277.77	277.66	324.04	257.43	264.81	268.08	306.29	305.42	268.19
CLUG_00079	155064	117.02	138.82	116.64	138.52	153.33	107.86	113.54	79.74	107.98	211.97	155.41	103.00	141.84	283.15	394.54	102.75	110.01	119.34	102.86	531.31	184.89	146.97	149.54	201.34	304.96	342.97	340.35	328.02	296.38	290.48	296.74	297.26	278.94	230.05	276.51	289.04	198.47	193.26	250.78	243.47	387.35	344.24	444.50	364.67	278.38	303.68	286.81	303.92	340.31	261.72	266.84	260.58	288.61	318.31	305.00
CLUG_00080	155917	129.42	151.35	122.05	135.83	135.42	131.14	121.92	92.91	117.92	228.65	145.79	105.55	135.50	275.05	400.69	115.69	108.71	118.87	98.45	523.11	182.17	142.79	134.32	181.25	299.77	334.65	336.19	320.63	317.53	278.24	284.05	292.63	297.98	230.86	297.13	309.98	205.32	205.50	247.85	236.06	383.95	365.78	424.76	383.36	293.40	301.44	300.48	314.18	344.39	273.83	272.74	269.71	327.53	306.11	291.11
CLUG_00081	157970	124.86	153.92	116.06	139.99	137.14	136.33	110.93	96.69	108.95	228.55	139.55	104.92	129.03	278.87	397.07	99.48	106.21	109.92	95.78	516.68	173.48	139.73	129.64	184.80	278.67	312.72	320.37	320.73	296.75	267.58	259.21	271.85	279.68	225.19	287.21	306.88	209.23	217.14	236.33	216.63	359.83	341.54	418.77	371.33	278.21	296.71	261.27	288.85	335.33	257.09	252.94	247.59	299.52	302.57	279.51
CLUG_00082	159707	110.80	139.05	108.83	126.79	124.64	111.12	104.77	83.45	99.94	207.89	128.67	91.07	118.72	253.82	354.03	96.69	101.01	94.70	87.23	469.44	157.46	132.19	119.95	155.65	249.07	279.96	291.71	284.18	248.07	245.42	239.66	248.51	247.54	198.94	280.43	263.63	188.86	203.45	213.94	206.75	328.62	294.29	383.67	337.02	241.66	266.72	250.58	263.85	287.28	216.93	232.64	232.58	278.41	269.73	253.42
CLUG_00083	161919	133.49	166.29	117.58	147.53	137.56	124.84	116.93	93.23	120.71	230.55	139.85	103.44	139.54	285.47	418.18	114.50	108.76	122.82	94.05	530.34	191.41	145.36	140.90	189.52	306.40	331.55	338.53	327.07	324.66	295.21	285.69	294.01	302.78	242.39	312.13	318.53	196.24	218.78	258.44	248.68	387.18	370.43	451.51	394.91	301.77	307.93	299.57	312.18	349.07	269.60	270.39	269.12	332.33	317.01	295.38
CLUG_00084	163680	112.74	159.57	115.71	128.66	127.83	135.53	111.22	91.26	102.16	227.95	133.04	100.12	132.30	264.37	386.33	105.27	100.71	97.31	103.47	490.50	169.29	136.89	142.86	177.11	297.56	321.74	294.11	312.36	298.91	288.16	285.64	285.95	280.68	225.15	300.86	279.04	194.23	222.97	245.05	224.22	371.24	333.71	432.08	400.25	292.57	288.04	280.44	283.20	345.21	260.19	272.57	248.10	314.88	285.59	278.88
CLUG_00085	164579	123.88	148.56	115.11	145.84	121.37	131.86	114.35	98.90	117.49	234.74	144.02	103.71	124.59	270.42	404.53	100.89	97.33	112.72	89.42	521.24	166.96	126.34	133.48	196.37	281.85	313.21	318.97	318.97	291.72	280.77	260.36	282.19	285.07	226.61	279.72	300.14	210.69	216.88	251.07	236.90	387.63	332.70	406.82	381.36	287.45	282.00	292.99	312.92	313.50	265.02	257.25	253.31	314.93	311.50	297.44
CLUG_00086	165317	123.48	149.39	106.41	128.56	125.19	111.10	114.90	91.66	111.80	219.57	133.56	93.83	126.37	251.98	369.39	98.60	102.47	100.36	88.59	516.80	170.00	126.30	117.91	177.79	297.27	298.28	312.48	326.48	299.05	276.17	272.10	299.80	288.83	227.19	285.94	312.20	242.22	258.59	247.86	233.57	398.39	378.86	415.78	376.14	281.22	291.19	278.81	306.39	329.47	264.04	259.47	265.74	322.51	313.33	270.08
CLUG_00087	167980	130.64	166.08	114.00	138.41	138.98	122.48	123.58	91.32	109.54	235.12	139.05	103.61	135.65	277.08	395.52	111.37	101.29	111.93	91.25	530.30	188.91	140.95	130.03	188.79	294.97	329.14	333.00	328.36	304.05	290.18	296.17	304.50	286.62	239.02	288.40	324.61	207.75	217.81	257.39	246.09	378.31	369.25	427.20	382.99	294.37	292.38	303.96	296.02	337.35	271.87	270.42	265.45	329.63	313.25	281.40
CLUG_00088	170176	121.86	162.35	106.64	131.46	130.56	133.05	120.20	91.57	112.54	231.06	136.05	104.27	132.74	283.21	412.49	111.25	111.18	108.37	99.24	518.45	187.18	143.31	135.32	184.72	286.67	310.78	335.16	316.52	306.35	276.54	274.13	294.77	292.63	235.77	294.44	300.80	206.12	211.26	250.63	232.52	369.95	353.01	422.62	387.09	283.42	290.00	281.30	308.02	326.32	264.18	263.70	258.93	317.96	315.10	289.21
CLUG_00089	173775	119.85	156.33	108.71	135.57	127.89	121.42	113.66	90.20	110.36	217.94	133.26	99.11	126.00	261.53	382.06	98.84	99.68	104.79	92.76	504.03	181.42	126.77	132.22	172.63	277.23	309.47	330.10	309.10	296.83	263.72	265.21	285.36	281.49	226.79	276.26	297.87	225.65	228.74	245.61	223.82	361.02	332.98	405.63	378.25	270.04	281.17	269.48	300.12	323.47	243.15	255.39	250.72	303.58	305.33	278.20
CLUG_00090	176125	129.22	148.10	123.13	127.70	129.57	129.52	108.18	89.93	119.38	217.56	130.42	99.82	125.32	276.14	388.52	114.23	115.98	99.73	100.48	516.62	183.38	132.07	136.63	184.37	278.56	304.59	323.75	330.39	291.91	275.04	284.79	300.85	299.19	222.85	281.74	309.50	200.60	218.42	229.81	218.67	359.80	353.68	404.90	376.82	290.17	275.89	275.91	307.03	336.43	244.32	266.58	257.92	317.69	310.68	273.98
CLUG_00091	178140	104.62	146.90	103.22	128.20	126.58	120.53	110.01	82.56	105.70	226.06	131.42	90.99	119.98	254.86	352.77	90.05	96.58	102.64	87.37	457.02	145.07	119.65	119.79	173.80	265.23	311.96	302.74	291.41	286.52	250.47	247.03	283.75	268.73	217.74	280.72	301.39	205.26	234.87	235.31	218.87	354.87	321.09	387.44	346.32	275.89	261.49	263.70	275.13	299.52	238.27	245.63	249.38	286.27	289.13	279.25
CLUG_00092	179594	114.79	145.94	102.06	149.61	132.78	113.83	94.46	85.56	113.06	227.55	131.37	99.03	131.25	231.09	344.31	105.15	104.65	107.80	73.64	475.39	150.60	122.40	120.22	153.94	298.93	299.92	309.75	301.55	297.91	273.92	257.89	287.34	288.84	220.13	286.59	288.58	194.37	203.01	232.56	225.34	383.83	342.78	411.54	345.84	287.13	263.13	274.04	272.94	332.25	247.30	261.37	258.26	284.92	297.72	259.39
CLUG_00093	180843	112.44	146.24	109.60	141.17	119.10	117.01	115.46	94.93	106.36	214.66	130.62	98.70	136.36	276.85	375.76	97.56	97.84	97.23	93.62	494.31	176.60	127.90	134.59	167.10	291.73	313.30	325.69	307.73	305.25	268.11	265.27	282.70	269.23	225.32	283.57	304.86	213.35	213.42	243.29	233.02	364.48	331.47	419.28	360.53	283.42	292.10	266.97	303.42	344.51	244.10	263.64	240.32	317.16	301.91	284.39
CLUG_00094	182979	102.15	145.75	108.26	124.74	127.08	137.70	104.61	85.44	120.67	207.87	134.37	99.81	135.01	270.53	375.61	105.55	98.34	99.42	97.35	481.22	161.91	126.91	133.03	168.80	282.20	306.47	320.46	288.47	287.93	257.16	252.62	289.87	293.47	232.23	278.47	279.05	194.39	217.86	234.08	217.48	355.07	309.45	409.40	370.52	276.70	284.27	275.25	268.75	319.74	254.56	274.15	263.19	291.27	292.39	262.88
CLUG_00095	184149	116.74	152.03	111.36	132.59	132.93	127.39	110.88	88.65	107.52	223.97	126.67	100.48	136.82	255.47	361.65	95.33	101.69	101.53	91.43	496.78	166.81	131.99	117.00	169.91	277.83	301.92	300.36	304.33	285.34	255.59	257.54	283.08	272.98	221.87	284.73	286.31	208.31	215.50	230.14	212.81	347.07	315.00	379.11	363.88	266.13	289.42	261.72	284.19	315.11	229.16	237.34	249.29	304.58	294.47	265.86
CLUG_00096	185706	125.56	151.98	113.87	134.05	142.73	132.83	115.76	90.82	114.81	209.80	136.78	96.85	128.70	266.51	387.52	108.13	114.22	100.48	98.07	518.62	173.71	129.92	138.16	174.53	289.86	325.12	326.64	302.43	287.91	263.18	278.51	290.20	298.12	233.51	292.90	299.84	192.21	208.16	239.93	235.84	352.90	345.99	415.89	368.07	278.22	287.45	280.35	300.67	334.52	253.73	257.31	265.89	303.44	308.70	267.94
CLUG_00097	187035	125.20	156.14	109.11	140.26	132.15	132.98	119.37	94.36	108.23	224.79	141.82	101.53	136.08	264.77	404.21	116.17	101.18	112.28	95.41	505.37	181.60	145.87	127.33	182.68	286.28	318.25	316.45	318.21	303.25	274.13	274.39	293.90	294.80	217.96	286.01	306.57	202.54	214.13	239.50	219.25	361.80	332.96	398.23	369.95	283.44	291.24	269.14	283.47	328.58	248.82	255.32	251.33	308.16	313.38	280.92
CLUG_00098	190594	122.04	152.68	109.89	130.96	133.98	121.79	109.53	98.06	116.42	220.45	126.48	98.93	131.96	256.46	400.41	107.96	105.16	95.17	94.83	496.59	173.95	125.74	122.53	170.85	275.68	308.83	319.17	318.39	284.29	260.60	279.29	286.34	289.90	222.66	282.72	287.11	200.76	215.73	237.71	219.91	358.03	339.37	409.93	375.59	270.61	289.73	247.15	282.85	325.30	252.72	251.30	238.43	305.49	305.90	285.59
CLUG_00099	192896	125.35	155.23	114.26	140.88	137.94	129.43	113.89	91.70	115.13	215.21	144.83	96.05	131.41	261.56	402.66	114.17	109.06	108.19	94.32	514.94	182.71	125.48	136.86	181.05	278.17	311.60	311.70	303.23	286.41	268.72	271.15	286.06	297.77	230.98	297.40	297.68	191.25	194.67	236.65	232.67	345.55	347.69	400.64	369.74	286.37	288.56	262.46	291.35	311.77	256.96	256.37	250.89	293.59	310.70	273.91
CLUG_00100	195003	130.94	143.87	112.02	149.08	144.97	128.27	109.02	92.36	117.10	227.95	130.33	99.62	142.10	294.58	419.51	111.21	99.43	111.35	92.73	531.22	177.32	144.28	135.49	199.53	294.34	288.56	327.45	306.52	289.26	257.04	281.94	297.38	302.00	230.45	281.08	302.99	188.61	215.98	250.74	230.72	358.43	330.17	427.52	385.30	292.44	285.12	279.61	277.29	325.51	241.70	251.81	254.41	316.38	309.07	280.44
CLUG_00101	196468	125.22	146.28	113.34	141.97	125.60	126.92	125.75	93.54	105.49	219.49	133.80	91.60	131.88	266.63	400.37	110.14	99.84	106.35	95.66	491.27	181.61	142.24	126.09	187.56	274.49	316.28	308.64	304.86	304.81	284.25	278.88	287.47	291.32	222.81	293.41	291.41	216.40	220.33	235.67	221.87	341.15	348.09	406.15	368.44	268.02	275.08	269.94	282.23	314.11	250.93	265.13	238.76	320.07	289.17	278.09
CLUG_00102	198246	135.81	164.84	122.07	143.10	130.92	137.15	112.48	96.59	113.08	226.28	152.82	99.77	138.40	275.06	386.10	115.41	105.41	111.20	94.50	512.23	177.41	145.92	138.10	193.82	281.37	322.11	348.91	325.62	307.78	305.68	282.85	287.86	291.72	233.78	277.77	294.71	223.43	240.82	262.95	233.02	354.84	358.01	405.97	357.88	289.42	268.79	282.32	297.75	347.73	272.68	281.05	260.73	322.08	309.58	283.92
CLUG_00103	200067	116.61	151.58	107.31	147.24	127.81	127.30	109.46	96.82	103.06	211.69	142.83	105.31	142.18	263.06	386.11	100.61	94.39	103.45	92.43	524.78	182.71	131.74	129.31	178.22	292.37	320.39	302.01	305.03	284.75	278.26	270.91	299.50	288.13	243.19	298.88	290.81	202.34	224.33	235.09	228.56	348.07	339.03	420.12	352.41	263.65	279.20	263.48	285.69	328.57	270.78	261.32	270.33	303.27	290.40	285.83
CLUG_00104	200940	119.75	152.26	110.39	149.72	136.22	118.87	133.59	95.51	109.64	221.69	120.93	100.35	150.15	279.64	398.19	121.62	109.49	106.17	83.28	529.09	183.98	151.68	120.11	182.43	298.21	296.16	329.32	312.83	282.44	294.29	247.99	291.99	303.85	248.08	300.78	296.33	219.60	222.30	250.70	230.86	346.45	369.65	415.80	377.12	261.55	293.50	283.44	293.14	334.59	268.37	255.18	247.68	324.26	314.78	283.12
CLUG_00105	203136	115.53	149.89	117.05	138.10	132.11	126.36	115.58	92.88	117.18	222.17	130.85	98.23	134.40	281.67	403.26	107.76	103.44	103.47	91.67	503.48	174.67	143.22	133.58	179.55	268.32	307.66	316.70	310.67	283.51	256.41	265.10	287.38	298.29	226.80	276.25	313.92	199.27	214.34	228.39	239.21	335.56	328.25	400.53	360.69	266.22	281.15	262.92	290.79	315.21	247.79	261.95	251.35	312.25	288.93	268.69
CLUG_00106	205480	134.94	168.98	126.44	147.18	138.90	138.69	119.24	100.55	128.06	239.82	145.60	109.65	140.96	290.35	436.17	118.57	113.37	116.04	98.56	561.36	195.74	150.42	135.62	192.95	302.43	323.66	322.99	321.17	307.43	283.48	291.57	308.11	312.28	245.26	308.97	316.55	212.83	230.38	257.61	230.74	349.32	362.41	419.39	389.50	287.34	300.09	291.28	306.50	343.95	263.06	265.05	275.28	326.52	318.37	293.05
CLUG_00107	208472	142.24	156.13	122.08	146.82	142.01	138.01	107.94	89.39	117.56	248.94	143.36	102.85	126.84	275.20	418.38	108.67	109.35	117.16	101.52	527.72	182.52	140.08	116.38	186.47	286.84	315.81	329.35	329.93	301.70	284.60	277.94	287.51	314.33	232.97	295.29	308.37	199.74	240.94	241.35	226.43	354.04	370.96	405.98	362.66	279.87	272.91	279.69	306.32	334.70	262.31	252.01	275.36	313.92	307.82	293.41
CLUG_00108	209527	113.63	160.40	121.14	124.56	139.84	123.38	105.14	87.08	118.70	218.79	146.74	93.04	115.48	269.74	403.21	125.64	105.35	103.86	92.69	536.84	175.36	131.43	142.47	180.09	293.66	297.46	307.06	288.14	292.22	250.76	257.95	291.20	284.64	221.56	276.82	309.34	205.39	201.25	246.45	222.51	320.81	348.57	372.39	378.98	273.98	277.90	268.06	263.69	313.02	252.54	265.80	255.51	291.09	301.05	260.00
CLUG_00109	210910	118.71	144.61	109.63	132.69	133.11	120.79	111.76	85.61	103.62	205.54	127.41	99.13	126.41	260.82	388.93	100.26	96.83	102.31	89.48	482.26	169.00	119.97	120.89	171.54	270.48	283.05	304.18	300.98	270.80	247.78	259.32	263.08	280.86	213.24	281.34	289.13	202.61	216.90	235.69	223.50	348.67	351.49	394.00	345.39	270.21	256.41	260.33	294.67	315.47	251.03	242.32	251.48	290.73	283.43	272.80
CLUG_00110	213068	126.84	154.66	122.54	130.20	152.68	128.55	96.60	101.88	108.59	239.07	140.27	105.72	147.01	272.02	414.36	112.70	115.07	109.00	100.29	498.59	174.67	127.50	133.37	167.61	294.15	278.44	330.54	322.70	288.13	243.60	269.55	274.62	296.79	243.42	282.15	320.08	206.85	213.23	240.39	220.91	328.83	364.42	381.48	353.40	296.05	270.17	280.89	295.06	317.39	252.49	263.55	239.11	315.19	299.33	282.59
CLUG_00111	213572	125.91	155.28	126.75	149.36	137.31	145.81	123.73	97.31	119.34	240.69	149.30	106.82	140.94	294.37	414.67	116.28	111.79	108.30	101.78	528.87	183.53	139.92	146.29	185.82	284.51	317.87	321.05	314.15	296.91	269.39	285.16	294.75	296.09	240.43	315.35	317.98	222.82	226.08	254.17	239.46	352.36	366.81	417.78	371.61	279.61	281.69	279.99	296.85	322.98	260.83	258.62	267.96	326.78	308.14	294.51
CLUG_00112	218337	125.35	150.79	94.99	126.05	123.36	129.52	102.44	87.05	119.94	207.55	126.90	92.91	129.15	256.99	388.31	91.51	110.29	98.44	85.67	488.62	182.62	146.13	119.81	175.93	298.10	293.57	319.27	300.13	289.96	256.77	276.45	299.19	285.88	222.60	284.85	290.48	244.77	250.11	241.01	229.92	366.73	344.01	422.71	360.34	284.31	258.69	272.85	303.21	341.41	287.19	250.29	261.88	325.21	314.61	285.49
