GENE	POSITION	A10.L4C	A11.L11G	A12.L10B	A13.L3B	A14.L4E	A15.L4G	A16.L7C	A17.L1B	A18.S4H	A19.S3B	A2.U10A	A20.S1E	A21.S8A	A22.UpperP	A23.LowerP	A24.SputuP	A3.U3G	A4.U3B	A5.U10D	A6.U5C	A7.U3E	A8.U2E	A9.L3D	ATCC42720	B16.1310D	B17.1311G	B18.1312G	B19.1310A	B20.1311A	B21.1312A	B22.134E	B23.133H	B24.133F	B25.135C	B26.131A	B27.136A	B28.13UM	B29.13MM	C10.9M3	C11.9M41	C12.9U1	C13.9U2	C14.9U3	C15.9U4s	C30.13LM	C31.13MP	C4.9L1	C5.9L2	C6.9L3	C7.9L4	C8.9M1	C9.9M2	ctl1.AL1B	ctl2.AL1B	ctl3.C9L1
CLUG_05069	489095	74.96	114.61	74.10	110.11	102.08	251.33	86.45	64.06	232.62	399.92	93.15	205.04	219.91	323.13	424.67	163.25	193.99	85.90	190.23	384.87	131.66	319.29	94.42	110.06	269.51	293.58	258.27	289.03	259.32	257.68	232.78	233.39	267.39	237.51	583.56	261.70	277.94	252.45	203.00	224.22	287.21	276.26	306.45	283.82	274.23	364.18	227.87	225.68	282.95	207.20	278.58	228.98	258.86	271.34	236.84
CLUG_05070	489975	104.45	120.30	83.66	114.34	110.88	285.14	94.42	71.23	226.66	429.72	115.29	232.90	246.38	338.15	458.16	182.73	202.34	96.18	196.17	423.72	137.62	329.05	99.40	123.87	270.33	277.54	279.95	307.25	245.79	257.35	244.70	231.57	288.72	239.95	619.93	286.46	212.30	198.40	199.25	231.83	282.80	281.36	319.10	287.63	285.87	376.12	224.70	263.88	287.16	233.91	265.66	227.00	263.24	264.41	247.70
CLUG_05071	492885	96.03	108.54	80.91	113.16	107.58	269.37	84.05	74.10	209.57	395.38	105.05	200.90	222.06	289.17	411.37	166.05	187.28	92.58	186.69	383.31	115.76	304.03	79.91	119.38	223.33	254.99	247.78	280.98	209.37	240.70	210.17	215.12	248.03	211.65	597.57	255.96	211.90	191.09	180.81	211.29	272.05	243.00	299.02	265.83	279.51	344.27	207.25	227.40	266.04	217.84	241.70	207.78	244.87	237.61	208.85
CLUG_05072	494204	82.87	88.74	76.59	99.51	85.72	226.98	77.08	71.40	190.14	354.73	88.21	186.47	196.77	257.38	337.00	142.43	168.70	75.75	180.68	352.95	106.36	249.16	82.78	110.94	209.52	251.36	244.69	291.41	235.57	216.34	195.58	210.19	237.04	216.58	573.32	234.19	217.50	202.60	186.64	186.68	277.56	244.13	274.83	251.35	245.60	363.47	191.25	224.93	251.85	213.64	243.46	207.90	234.47	240.51	208.95
CLUG_05073	495897	102.50	111.37	87.28	102.79	97.26	269.86	83.71	68.42	235.93	411.64	103.34	215.50	233.86	324.44	440.56	183.31	179.71	95.29	193.11	409.30	123.44	311.74	101.30	116.16	271.32	262.37	278.14	290.63	230.99	254.69	233.12	206.05	257.44	211.60	566.61	264.79	197.15	178.08	167.56	202.73	268.65	267.60	297.20	267.00	269.96	346.41	220.39	247.00	266.34	220.66	230.99	206.95	255.07	235.65	228.98
CLUG_05074	497796	92.66	113.96	69.17	107.03	107.05	279.65	95.21	77.29	222.73	396.59	107.01	209.44	246.14	323.56	436.80	165.31	200.35	86.97	191.03	405.86	125.13	314.41	94.15	111.51	279.69	279.66	281.00	299.95	252.61	265.68	230.07	232.09	270.10	227.57	576.25	267.28	229.87	207.97	183.65	207.75	280.13	268.58	298.74	260.52	286.93	364.08	203.60	221.90	270.10	208.35	238.95	204.71	271.32	240.38	221.35
CLUG_05075	499255	97.52	117.80	89.38	111.63	103.84	265.51	86.74	77.04	228.87	438.27	104.40	233.26	235.22	324.88	433.20	168.01	197.19	92.48	199.56	405.84	133.00	310.91	100.66	113.66	276.64	281.92	269.45	276.82	242.25	263.18	244.71	216.95	272.84	255.33	601.89	285.74	236.35	197.35	304.29	268.03	285.44	262.52	310.10	290.35	270.20	382.80	301.08	389.05	324.49	258.65	308.54	245.97	257.63	258.76	334.96
CLUG_05076	500309	89.05	117.09	87.69	114.40	110.66	272.81	96.19	78.44	229.78	428.48	109.71	219.34	243.27	306.91	429.49	173.02	200.03	79.52	207.14	632.53	137.32	314.49	98.76	114.88	284.16	293.84	281.31	319.63	253.03	257.03	246.24	225.85	295.43	250.88	586.73	279.42	266.92	247.14	1456.51	718.41	283.49	278.67	291.72	290.06	277.89	378.17	1177.45	1703.64	888.77	736.05	824.02	704.58	261.02	252.71	1250.79
CLUG_05077	502522	102.19	105.81	77.01	102.04	110.20	264.12	85.97	70.70	226.17	405.34	103.55	206.10	226.82	317.03	420.52	152.02	196.00	98.89	196.80	1056.29	110.62	276.53	98.99	110.78	271.75	303.12	276.20	293.02	228.52	254.50	223.87	230.03	273.64	235.03	594.35	273.38	271.37	230.51	1391.76	662.82	266.82	279.83	297.04	270.63	278.12	376.04	1117.92	1677.23	829.46	683.52	778.06	659.35	249.02	235.93	1187.93
CLUG_05078	504095	81.36	88.66	74.85	99.81	99.34	247.97	83.92	68.60	189.17	378.74	95.57	192.12	222.20	288.37	377.00	133.53	168.98	82.36	168.85	935.25	106.41	276.23	86.40	100.77	271.92	287.03	274.06	307.49	259.30	277.67	251.19	249.12	280.23	244.44	615.04	286.41	320.62	288.86	1491.14	734.84	310.35	915.52	337.85	900.76	294.26	380.34	1168.59	1788.48	901.19	747.18	820.34	722.75	255.42	270.79	1223.60
CLUG_05079	504112	82.15	90.75	74.15	101.52	100.20	250.53	84.05	70.26	194.63	386.76	97.83	199.66	223.16	289.09	380.70	135.71	165.53	83.85	171.97	944.71	103.63	276.20	84.78	101.68	272.42	285.40	275.82	309.90	258.97	278.39	249.98	248.00	279.36	241.06	620.46	287.33	319.57	288.17	1485.15	730.73	308.61	911.64	336.99	906.81	293.52	381.99	1166.88	1772.55	898.61	739.64	817.41	727.66	255.72	272.07	1225.29
CLUG_05080	506415	88.94	105.07	72.74	98.15	96.31	246.79	86.91	65.01	206.62	377.42	99.34	207.32	221.68	280.73	381.78	163.36	173.27	86.42	186.84	971.11	115.59	284.05	86.33	109.89	271.40	280.84	277.79	296.24	249.42	258.86	225.73	223.72	277.70	230.40	585.38	263.27	257.50	233.91	1398.10	693.53	281.25	844.45	291.18	857.20	282.61	357.97	1130.16	1655.30	867.29	710.71	783.59	697.80	252.11	249.20	1171.39
CLUG_05081	509128	81.60	103.34	79.65	105.91	98.15	233.20	79.46	78.43	195.67	357.89	99.84	183.00	210.37	286.14	387.82	149.36	175.74	84.23	191.13	926.06	122.87	278.81	85.53	112.34	272.54	254.37	258.62	279.31	226.10	246.55	220.22	220.38	261.52	211.76	548.54	257.13	233.23	214.68	1274.13	626.64	259.15	797.35	277.29	847.18	258.88	343.76	1057.12	1569.20	800.74	652.32	719.64	639.55	235.04	233.04	1154.17
CLUG_05082	511017	89.98	109.28	72.13	99.98	101.25	241.53	87.42	71.08	208.21	384.10	95.91	189.81	218.07	308.42	383.22	141.28	180.19	83.48	173.94	988.71	122.22	289.74	77.98	111.04	274.70	293.26	283.63	304.29	252.84	260.59	237.42	223.36	270.34	231.06	592.95	280.25	294.33	249.58	1453.28	684.58	282.51	880.44	306.01	918.47	283.79	360.05	1164.42	1720.71	882.85	722.05	806.41	684.15	246.81	249.52	1205.62
CLUG_05083	511732	83.94	109.76	83.10	103.63	88.31	240.47	89.56	79.47	223.29	374.12	91.09	196.26	212.20	310.43	390.96	148.92	175.50	84.89	176.86	966.01	117.64	288.64	93.72	116.49	266.24	286.15	280.44	298.51	251.79	276.65	227.61	226.35	288.27	236.89	601.15	263.49	291.42	244.84	1428.65	676.94	292.93	875.92	300.61	910.43	278.50	363.56	1144.17	1681.84	863.05	689.96	804.25	658.47	237.42	250.35	1216.19
CLUG_05084	513535	92.60	111.69	83.80	109.75	101.93	254.48	92.11	79.60	219.13	393.80	107.41	210.35	236.16	332.53	435.78	172.15	184.22	89.51	190.74	1016.55	131.15	303.12	95.97	119.74	275.51	269.63	286.55	298.29	237.75	256.69	240.27	234.77	282.52	229.18	611.85	273.00	214.25	197.93	1346.80	664.82	283.67	854.86	321.87	904.25	271.51	357.32	1072.83	1712.74	857.17	728.35	788.35	653.00	247.70	251.87	1204.96
CLUG_05085	515760	81.09	112.23	84.96	105.26	107.40	240.76	88.91	79.70	215.15	390.03	100.23	214.39	221.79	316.77	420.82	164.48	175.96	84.19	183.80	989.33	121.54	290.59	94.40	115.89	271.16	275.56	284.23	292.97	238.91	258.12	230.96	231.74	274.81	216.33	600.22	269.32	247.11	230.66	1346.78	664.56	284.81	843.05	317.21	910.20	275.76	377.92	1090.43	1659.10	836.65	696.73	760.74	653.75	253.85	260.69	1175.14
CLUG_05086	518402	91.61	103.06	82.47	107.91	99.08	245.70	89.54	75.39	215.18	363.46	100.60	193.36	219.13	297.28	413.02	151.30	175.70	83.03	186.36	979.49	118.67	280.90	92.80	106.78	269.51	281.04	297.37	306.23	247.61	259.85	242.54	224.19	278.90	226.00	630.94	262.75	263.78	243.41	1368.57	666.72	286.88	860.49	316.28	891.66	266.57	365.90	1094.53	1653.96	833.18	695.52	783.00	671.81	262.70	262.61	1201.81
CLUG_05087	520166	91.32	114.16	74.59	108.44	97.87	237.10	94.77	73.74	203.48	389.03	95.67	193.23	213.82	308.39	396.10	151.74	159.92	82.95	173.09	960.09	121.78	275.05	93.58	114.04	265.33	267.99	289.33	294.66	247.45	257.48	244.24	228.95	269.10	229.88	623.16	278.44	253.92	230.60	1320.11	668.12	283.34	849.57	328.86	898.95	280.81	360.40	1072.17	1643.98	848.73	684.06	754.14	638.31	249.53	248.95	1181.57
CLUG_05088	525577	86.87	107.38	90.10	117.81	93.50	249.99	90.47	77.38	229.85	406.76	103.83	218.69	226.53	318.15	431.43	163.46	168.98	94.52	192.65	987.85	126.85	281.61	98.70	123.84	302.64	294.04	305.74	294.08	256.23	281.34	260.46	234.76	283.72	242.18	650.68	279.71	274.55	254.80	1409.89	684.90	303.47	900.00	332.42	921.85	282.26	404.04	1128.87	1687.18	838.29	735.52	815.86	680.48	266.69	263.33	1200.03
CLUG_05089	527033	92.72	101.54	92.34	112.62	108.15	237.81	93.97	68.60	214.51	396.31	99.22	188.59	226.18	324.59	419.63	157.55	190.95	82.06	182.36	948.71	125.11	308.35	93.17	121.70	289.53	287.87	300.44	285.36	249.34	246.61	262.91	245.31	270.16	240.54	590.32	262.18	223.88	212.33	1384.33	688.45	299.33	885.12	319.36	950.80	292.65	380.67	1184.15	1634.39	852.20	694.02	792.51	665.14	280.06	252.28	1213.65
CLUG_05090	528669	99.05	116.13	88.21	115.32	110.84	254.68	106.83	77.78	216.24	405.85	102.78	209.65	233.09	344.77	441.95	182.87	184.82	86.36	199.26	1014.92	134.51	294.30	99.84	121.72	304.20	306.49	305.72	323.24	269.26	289.64	256.01	247.56	294.12	249.11	648.19	292.71	241.69	204.58	1394.97	700.45	309.60	919.47	334.91	966.45	290.99	396.07	1171.18	1732.78	886.28	742.47	823.26	705.79	263.29	271.65	1217.57
CLUG_05091	530195	109.17	111.01	94.59	106.29	104.91	257.23	89.32	75.75	219.52	405.35	101.01	203.76	226.26	339.89	419.17	182.47	179.81	89.25	199.48	1014.70	138.12	289.31	96.71	110.92	317.57	281.86	302.89	327.46	255.58	259.85	266.78	247.08	289.92	267.45	635.25	285.68	250.38	228.51	1466.56	726.17	325.48	969.96	372.60	1022.43	294.78	400.58	1202.07	1768.22	903.19	763.74	855.75	761.54	266.15	281.20	1230.90
CLUG_05092	530968	88.15	94.49	75.43	98.38	96.73	226.30	93.29	71.11	205.34	350.58	93.94	171.73	198.85	297.22	368.17	140.72	176.89	78.31	175.81	906.65	113.15	265.23	92.21	101.82	283.79	275.56	326.77	300.90	258.24	280.90	251.40	237.56	286.52	240.77	643.04	275.89	325.67	299.80	1432.40	717.75	319.26	909.52	327.44	952.99	308.26	395.15	1204.18	1700.67	897.16	738.92	841.14	740.24	264.11	262.23	1189.97
CLUG_05093	531117	87.19	95.00	75.10	96.04	93.43	223.29	89.44	68.73	201.54	346.28	94.28	170.37	200.04	287.48	358.33	131.89	169.13	75.76	164.15	886.12	109.46	265.82	91.74	99.19	285.44	272.69	320.10	295.37	257.07	281.69	257.61	234.19	287.44	241.99	640.81	275.35	330.73	304.91	1416.35	717.86	315.16	904.97	322.73	943.86	304.38	388.64	1194.37	1698.42	897.48	733.08	828.33	732.00	266.42	262.08	1181.25
CLUG_05094	531198	87.32	95.99	74.05	95.49	91.78	221.87	88.54	69.33	202.16	345.56	94.09	171.15	200.22	283.64	353.21	128.95	168.69	73.92	161.33	881.12	108.23	265.01	89.95	98.30	285.41	272.38	316.87	291.46	255.73	283.65	258.87	230.94	288.81	243.10	636.66	275.88	331.86	306.39	1406.82	717.74	312.05	901.19	321.86	942.84	303.49	386.09	1189.85	1694.58	892.77	726.74	822.18	727.59	266.13	261.42	1178.77
CLUG_05095	533127	79.65	108.17	80.52	106.37	100.19	247.56	99.04	75.37	201.59	383.30	103.33	204.57	233.10	318.69	424.54	172.49	197.73	79.90	178.59	943.41	107.80	283.88	103.44	108.75	255.88	267.58	267.09	285.24	262.17	263.53	246.02	236.30	292.29	222.26	607.33	253.45	213.63	193.13	1307.60	686.54	302.07	868.00	326.66	899.79	283.68	359.82	1071.57	1607.41	864.81	690.17	805.86	690.96	245.15	253.38	1184.54
CLUG_05096	535597	111.29	120.42	96.13	123.19	113.09	257.01	103.68	82.57	227.04	427.84	118.52	221.69	247.40	343.09	465.07	179.67	191.94	102.52	202.59	1040.71	141.05	304.13	108.03	130.27	320.63	305.13	317.49	319.35	271.32	295.69	277.37	260.13	299.32	250.20	672.38	288.37	240.56	218.51	1418.84	712.70	300.65	936.16	361.00	998.91	311.09	396.26	1155.78	1758.80	898.84	745.09	819.94	699.24	282.89	277.64	1246.48
CLUG_05097	540184	109.57	120.26	87.77	115.96	119.13	250.75	103.29	78.98	215.46	410.78	103.14	202.64	240.89	339.39	448.74	183.34	191.37	99.65	187.98	988.41	130.23	287.78	107.10	121.74	309.29	289.03	316.33	310.79	275.55	297.25	274.19	241.80	312.38	238.87	650.11	292.02	237.41	230.64	242.49	242.30	301.06	884.06	343.19	953.44	302.32	377.58	260.70	292.67	302.86	258.29	262.56	255.44	290.72	260.50	267.40
CLUG_05098	540348	116.24	122.89	92.03	120.62	121.29	254.08	107.09	83.83	218.74	423.03	102.52	208.44	241.19	355.16	465.14	188.16	200.69	107.61	195.72	1021.37	132.52	301.21	115.83	118.02	315.20	298.43	328.71	315.82	286.33	307.78	280.98	250.16	327.29	249.86	675.21	301.91	243.26	239.68	258.98	261.51	331.65	960.44	372.99	1030.86	317.81	389.18	282.17	326.84	331.42	278.75	284.28	279.92	300.84	269.67	291.30
CLUG_05099	541314	102.73	108.57	79.93	113.25	103.89	247.09	92.71	81.30	223.57	383.64	113.44	200.27	228.87	326.72	444.64	174.57	176.21	97.23	190.97	954.54	149.57	268.79	116.84	124.56	287.13	289.26	318.01	329.17	268.73	279.09	287.30	248.34	282.67	242.59	634.90	282.30	247.80	236.40	239.50	247.48	279.58	889.93	353.53	974.60	302.48	408.42	265.65	305.45	305.24	263.74	286.80	247.08	293.14	272.09	284.46
CLUG_05100	543340	114.62	117.69	93.28	121.32	114.68	253.41	107.43	78.58	232.34	418.40	112.24	213.57	239.62	340.53	445.51	186.67	195.77	97.22	205.46	1023.60	147.14	297.47	98.84	127.02	318.98	313.73	336.98	321.14	276.58	300.65	292.23	265.02	310.94	269.35	679.41	292.93	310.86	279.55	271.66	286.87	332.66	347.38	359.81	353.50	327.88	421.17	299.29	320.91	348.88	287.19	324.32	258.90	297.24	285.14	298.33
CLUG_05101	543433	114.47	118.97	94.21	122.63	115.26	254.16	107.64	77.69	234.67	416.84	112.97	213.17	240.06	341.45	445.31	187.19	197.06	96.37	206.26	1027.25	147.79	298.50	100.08	129.22	321.84	316.25	336.00	319.62	276.99	301.08	294.90	265.50	309.10	271.10	680.85	295.77	312.17	282.53	275.94	290.74	336.08	347.13	359.13	355.31	331.22	421.91	302.50	323.54	352.78	287.61	326.03	261.72	298.07	288.74	299.14
CLUG_05102	546008	95.78	122.18	87.51	128.23	103.59	239.57	100.69	81.91	205.13	411.59	117.37	224.79	247.55	325.48	427.04	170.52	196.10	112.05	191.40	1008.99	137.07	312.62	106.39	132.45	323.22	290.46	325.64	326.69	293.11	321.96	267.94	274.86	313.56	250.86	659.30	279.14	270.12	245.77	278.80	267.35	348.05	342.88	359.11	355.63	325.19	406.43	272.19	323.63	340.97	272.95	326.37	262.33	303.08	270.64	313.70
CLUG_05103	547575	98.86	103.64	84.79	114.61	105.92	236.53	96.29	77.30	224.72	378.42	110.42	207.49	232.90	306.62	413.26	169.22	181.66	91.84	190.91	971.59	138.10	279.41	103.89	121.83	308.36	289.21	305.41	310.94	264.35	288.68	263.46	250.07	295.95	234.41	627.55	275.86	253.12	232.59	245.87	256.19	308.31	319.29	358.24	340.64	301.94	398.63	267.66	309.79	311.15	261.79	295.78	255.51	276.97	275.73	265.61
CLUG_05104	549697	104.39	122.47	83.55	112.08	110.86	235.62	98.94	84.50	222.90	399.17	111.58	201.98	229.41	318.55	426.94	160.74	182.19	97.98	191.44	938.55	134.79	284.26	97.85	128.91	335.22	290.07	343.49	325.55	261.44	320.18	281.95	265.03	327.87	256.83	690.90	279.79	288.31	260.77	249.76	267.02	320.91	356.73	362.31	344.05	308.45	419.92	262.13	303.25	328.91	267.55	309.92	253.02	284.82	266.42	282.82
CLUG_05105	551844	103.31	110.42	89.39	123.27	114.25	239.74	92.54	79.28	213.43	397.83	106.93	206.67	227.62	325.17	426.38	165.35	183.99	101.05	188.02	949.28	137.67	285.71	103.23	121.66	305.90	301.15	326.21	316.21	271.55	286.92	274.51	260.13	298.67	252.20	649.12	277.90	249.65	235.16	239.20	262.66	305.15	325.93	355.97	347.47	305.46	394.45	269.26	306.68	314.60	275.57	292.67	265.52	274.99	278.98	280.00
CLUG_05106	555454	104.01	120.51	94.04	115.87	116.99	238.76	103.22	78.57	221.99	391.74	107.35	204.35	230.56	327.14	443.92	169.06	182.50	103.09	191.36	951.59	143.23	288.65	105.70	132.47	322.59	297.92	334.62	328.96	274.31	302.07	273.29	261.95	309.20	258.63	667.52	284.25	251.18	237.11	262.64	266.55	317.30	334.02	373.22	356.92	310.49	396.54	271.27	320.57	335.06	282.89	299.04	264.55	274.29	268.19	294.43
CLUG_05107	558323	97.94	115.77	79.36	114.11	111.86	231.75	93.84	73.17	205.79	371.21	100.75	185.79	192.25	292.05	421.72	162.29	183.70	102.43	178.81	935.29	135.22	287.10	89.37	120.95	313.34	287.39	328.99	303.71	248.77	300.88	251.28	254.91	313.70	218.60	680.78	291.90	243.42	236.97	250.63	250.43	314.05	323.58	344.80	324.18	295.44	402.52	256.10	304.01	304.92	251.08	294.35	256.96	284.02	278.88	266.76
CLUG_05108	558381	102.07	119.56	80.60	117.31	112.34	237.31	95.87	74.34	211.16	380.88	101.89	190.09	190.79	293.83	428.04	166.24	188.06	103.87	182.64	955.77	135.45	292.15	90.06	123.08	312.16	287.72	331.34	306.37	250.26	303.40	249.65	257.62	313.06	219.07	677.23	291.51	243.59	236.19	250.88	251.27	312.66	325.60	347.61	327.30	297.23	407.65	258.29	305.05	309.15	250.09	298.21	260.59	285.24	280.24	270.12
CLUG_05109	559977	90.09	115.27	81.33	101.36	100.02	201.38	85.77	70.69	194.95	355.45	95.52	169.17	203.56	291.56	377.92	145.91	162.77	90.53	170.48	845.54	112.68	240.46	90.09	104.28	299.47	274.25	316.60	306.35	237.83	270.20	278.80	236.78	259.60	230.02	663.57	280.45	254.47	242.38	225.06	244.55	283.52	302.43	329.92	316.07	284.79	374.18	228.70	275.74	298.78	242.05	281.76	249.17	264.51	262.04	255.76
CLUG_05110	561209	119.61	124.79	97.14	136.08	126.96	260.25	108.52	88.64	232.21	429.57	123.82	207.97	247.49	354.56	479.69	200.61	192.56	108.32	208.07	1036.81	156.83	301.63	116.29	138.70	352.42	338.12	353.32	333.89	284.79	312.39	299.90	286.07	330.88	269.44	712.67	316.11	259.37	232.09	246.77	276.73	325.41	338.89	399.21	369.88	347.81	421.81	290.49	320.94	340.49	282.23	326.57	264.96	292.42	292.51	288.43
CLUG_05111	561420	119.86	125.88	98.06	143.88	130.48	263.35	98.12	90.51	242.63	447.67	125.45	211.88	260.89	377.65	500.70	208.07	205.80	106.12	216.96	1080.22	155.36	290.02	116.32	148.26	363.54	344.66	349.51	332.10	295.99	323.15	304.26	293.31	347.26	282.33	732.12	326.01	276.90	236.06	238.71	264.23	336.05	339.92	405.28	369.36	350.44	429.68	278.02	316.90	337.45	294.92	321.54	255.15	301.08	304.70	286.69
CLUG_05112	563222	96.14	115.82	82.45	111.17	99.53	217.76	99.91	80.85	207.62	372.18	106.44	186.51	229.77	309.42	402.87	159.01	176.39	97.56	174.81	895.31	124.95	269.82	103.39	107.89	312.22	301.62	344.01	328.28	280.16	297.06	283.60	261.99	304.42	248.15	690.16	304.34	313.95	288.94	256.61	256.74	319.79	323.45	356.59	344.13	325.67	403.52	281.96	306.49	331.46	259.82	291.58	264.89	286.86	272.07	276.64
CLUG_05113	565600	109.57	130.51	100.02	127.21	123.13	248.64	100.18	93.03	227.66	398.22	111.60	218.91	236.64	326.22	465.42	181.34	178.74	107.57	201.24	970.15	144.26	288.95	117.36	139.42	334.39	321.41	344.73	339.23	299.68	305.23	304.68	259.37	305.91	269.04	703.65	292.17	249.38	226.74	259.03	267.12	317.78	338.43	353.22	358.43	309.63	398.55	272.51	297.06	334.12	276.47	291.93	270.43	267.01	283.83	285.98
CLUG_05114	566768	96.16	121.21	91.43	122.60	117.54	229.08	93.57	75.28	220.27	394.92	109.99	208.47	225.08	317.11	418.93	165.43	176.97	92.93	183.21	907.95	136.25	265.94	100.61	121.39	318.52	291.21	336.44	317.42	275.53	293.94	293.07	254.61	299.56	242.11	666.57	290.01	258.98	234.63	251.05	273.12	303.29	324.94	361.52	342.92	301.84	416.05	280.82	299.70	322.09	268.42	309.27	255.94	277.11	276.22	295.28
CLUG_05115	567999	104.83	128.01	79.42	124.01	108.37	213.08	100.56	77.57	208.60	359.29	103.14	181.75	214.56	289.05	390.41	141.46	171.99	89.32	169.10	835.12	137.53	258.50	97.78	124.97	310.71	295.40	319.73	304.47	253.24	274.52	286.25	260.87	285.12	250.30	692.30	275.35	307.40	295.82	239.81	275.32	323.42	338.45	374.86	331.01	319.32	395.33	272.38	289.82	324.30	263.39	287.67	253.76	292.77	258.43	281.49
CLUG_05116	568731	95.30	91.11	81.50	105.66	96.36	216.42	93.35	72.59	186.03	365.23	111.77	156.18	211.14	280.38	373.17	137.12	155.45	85.64	176.32	827.25	139.84	250.51	94.53	115.60	305.64	290.89	336.65	314.36	271.68	280.18	283.01	254.28	289.12	246.96	632.52	290.10	318.24	296.53	234.93	274.17	317.50	331.29	354.28	336.57	303.12	395.16	260.03	300.83	326.66	265.60	304.75	255.72	267.32	262.34	293.68
CLUG_05117	568788	91.10	90.08	79.67	103.34	93.22	211.39	90.75	72.54	182.15	355.49	109.80	150.85	209.23	272.83	358.47	130.18	153.79	85.14	172.46	807.73	136.50	244.14	90.92	112.91	301.57	286.45	336.85	311.02	269.01	279.08	279.15	252.96	291.66	244.77	624.14	285.85	315.45	296.95	233.56	276.45	311.68	328.14	355.82	336.34	305.25	395.36	255.52	296.95	328.20	263.86	300.45	255.39	264.16	261.31	297.28
CLUG_05118	570496	104.59	123.36	90.28	126.92	110.04	216.15	103.20	85.41	214.92	381.38	107.32	196.47	215.46	312.10	397.64	163.59	169.74	89.04	183.20	870.25	114.48	266.17	101.12	125.60	309.56	299.34	334.60	313.66	264.51	293.01	281.12	251.65	299.12	234.43	671.52	315.63	262.59	251.97	240.59	249.90	310.81	312.64	358.92	354.52	307.19	402.10	268.39	305.25	299.08	266.08	307.75	258.81	268.13	286.07	277.02
CLUG_05119	572297	96.57	116.84	85.66	118.68	109.98	225.58	93.32	75.94	208.74	354.52	114.57	206.52	215.54	318.15	416.08	160.98	170.18	95.97	180.98	871.96	131.47	261.56	105.99	130.85	321.35	292.29	337.32	325.44	259.05	282.21	279.11	251.61	272.16	232.19	672.70	294.51	243.37	225.09	245.97	249.27	331.38	320.30	352.49	346.25	299.04	392.73	274.93	307.99	317.00	261.73	287.81	244.87	273.00	269.63	286.34
CLUG_05120	574546	108.48	127.07	86.66	135.11	120.88	233.73	96.54	85.11	228.24	404.08	128.47	216.23	237.88	335.19	448.95	182.91	188.59	99.16	194.36	963.47	144.02	296.52	108.60	143.38	329.14	310.86	361.35	340.91	293.53	319.47	299.31	272.61	307.58	268.48	698.61	293.67	283.86	258.11	260.26	289.13	358.98	335.65	389.00	369.74	327.45	420.44	282.50	327.63	341.14	270.81	335.43	280.34	302.86	294.17	303.39
CLUG_05121	577317	94.31	120.59	92.87	121.19	106.55	203.80	103.00	81.99	208.97	376.35	97.08	197.27	222.49	302.10	413.03	161.23	160.88	88.56	178.41	867.87	125.56	259.01	107.10	118.76	320.68	300.55	335.33	312.94	270.82	280.83	278.94	261.03	282.72	241.05	687.31	288.35	268.52	253.63	239.92	247.52	312.64	321.51	351.44	315.06	314.61	408.37	263.46	296.81	298.83	254.46	295.83	250.61	274.27	268.09	271.92
CLUG_05122	579201	103.37	129.35	91.30	128.05	115.16	226.94	105.26	88.07	216.27	395.81	112.90	202.95	226.35	312.43	450.95	171.87	187.45	96.96	189.81	931.96	140.40	288.69	109.93	136.71	331.85	312.96	353.24	339.49	293.54	294.92	297.03	282.75	322.19	261.31	729.86	300.70	269.08	251.16	266.12	284.74	342.12	346.82	389.72	367.93	331.79	416.49	290.26	326.30	339.23	285.74	329.14	288.01	285.79	287.87	302.48
CLUG_05123	583574	103.76	119.79	92.05	116.49	113.46	219.84	99.08	81.52	204.92	386.08	107.07	189.80	223.64	312.42	402.02	168.22	181.85	95.55	186.66	903.98	135.87	274.68	105.73	126.36	314.36	311.12	341.61	328.47	276.01	289.01	286.68	265.72	298.74	258.49	270.67	299.79	220.98	237.31	240.78	258.93	315.06	322.12	375.74	343.53	300.73	397.00	271.68	310.40	316.50	271.89	308.35	252.24	278.76	280.58	283.80
CLUG_05124	587712	113.74	117.51	88.18	112.07	119.60	217.97	106.99	83.31	206.43	396.46	103.86	183.79	221.70	332.25	422.47	176.15	161.11	93.88	207.67	832.96	138.58	250.92	102.08	134.60	311.81	313.78	329.34	332.26	284.07	291.34	311.96	266.70	298.14	265.02	281.07	307.61	237.26	238.26	269.95	294.15	338.69	325.42	368.32	347.63	303.83	397.32	295.08	319.49	308.63	273.66	321.96	260.78	288.67	302.89	290.13
CLUG_05125	588719	87.91	111.99	85.62	111.91	102.48	220.24	96.12	69.90	198.39	345.80	104.61	178.62	215.56	281.95	366.14	147.02	158.79	87.40	170.90	812.04	128.64	249.30	90.85	123.37	314.23	308.80	349.83	315.55	268.53	285.57	284.35	253.71	300.31	247.37	284.01	292.63	236.70	260.51	251.36	271.16	346.74	326.70	371.24	332.77	291.01	377.93	267.49	317.39	320.45	273.04	316.94	268.44	270.29	274.50	287.52
CLUG_05126	592712	110.58	128.56	103.20	133.47	127.51	218.90	99.57	98.25	218.98	434.61	110.91	211.48	271.35	338.27	466.05	176.58	196.22	103.73	210.18	975.77	146.20	302.25	111.91	132.31	361.47	366.99	382.77	337.39	316.06	326.68	310.95	292.16	324.86	305.70	298.47	339.27	254.37	288.70	276.95	312.27	371.21	367.34	417.75	379.41	346.18	429.71	311.44	371.05	366.38	311.80	356.36	281.42	317.30	307.41	308.68
